"","Age","M.F","Country","TimeMin"
"1",24,"M","KEN",129.616666666667
"2",30,"M","USA",129.966666666667
"3",25,"M","JPN",130.466666666667
"4",32,"M","USA",132.133333333333
"5",31,"M","KEN",132.583333333333
"6",40,"M","USA",132.75
"7",33,"M","USA",133.266666666667
"8",28,"M","ETH",134.433333333333
"9",27,"M","USA",134.75
"10",28,"M","USA",135.466666666667
"11",32,"M","USA",135.566666666667
"12",32,"M","ETH",136.783333333333
"13",41,"M","USA",137
"14",34,"M","ZIM",137.666666666667
"15",34,"M","KEN",138.233333333333
"16",32,"M","USA",138.333333333333
"17",41,"M","USA",138.533333333333
"18",32,"M","KEN",139.55
"19",29,"M","USA",140.2
"20",29,"M","USA",140.3
"21",37,"F","KEN",141.866666666667
"22",42,"M","MEX",142.333333333333
"23",30,"M","USA",142.533333333333
"24",27,"F","BRN",142.85
"25",25,"F","USA",143
"26",31,"M","USA",143.083333333333
"27",36,"M","USA",143.2
"28",28,"M","USA",143.433333333333
"29",28,"M","USA",143.85
"30",39,"M","USA",144.45
"31",25,"M","USA",144.666666666667
"32",29,"M","USA",144.816666666667
"33",37,"M","USA",145.033333333333
"34",33,"F","USA",145.1
"35",36,"M","USA",145.1
"36",45,"M","BRA",145.25
"37",26,"M","USA",145.583333333333
"38",40,"M","USA",146
"39",27,"M","USA",146.666666666667
"40",35,"M","USA",146.816666666667
"41",34,"M","CAN",146.866666666667
"42",32,"M","USA",146.966666666667
"43",19,"M","JPN",147.183333333333
"44",33,"F","KEN",147.333333333333
"45",43,"M","USA",147.583333333333
"46",31,"M","USA",147.666666666667
"47",30,"M","USA",147.75
"48",24,"M","USA",148.3
"49",32,"M","USA",148.466666666667
"50",37,"M","USA",148.65
"51",25,"M","USA",148.716666666667
"52",35,"M","USA",148.733333333333
"53",26,"M","USA",148.75
"54",24,"F","KEN",149.583333333333
"55",27,"M","USA",149.7
"56",23,"M","JPN",149.9
"57",48,"M","ITA",150.183333333333
"58",37,"M","USA",150.316666666667
"59",41,"M","NED",150.416666666667
"60",28,"M","USA",150.516666666667
"61",29,"M","USA",150.566666666667
"62",41,"M","USA",150.683333333333
"63",29,"F","ETH",150.966666666667
"64",28,"M","USA",151.066666666667
"65",21,"M","USA",151.166666666667
"66",27,"M","USA",151.216666666667
"67",31,"M","USA",151.316666666667
"68",22,"M","USA",151.616666666667
"69",41,"M","IRL",151.616666666667
"70",23,"F","KEN",151.8
"71",33,"M","CAN",151.95
"72",36,"M","USA",152.016666666667
"73",30,"M","USA",152.1
"74",30,"M","CAN",152.233333333333
"75",32,"F","BDI",152.4
"76",29,"M","MEX",152.4
"77",25,"M","USA",152.416666666667
"78",23,"M","USA",152.733333333333
"79",40,"M","USA",152.766666666667
"80",32,"M","USA",152.85
"81",31,"M","USA",153.05
"82",25,"M","USA",153.05
"83",25,"M","USA",153.2
"84",20,"M","USA",153.35
"85",23,"F","ETH",153.433333333333
"86",32,"M","USA",153.45
"87",36,"M","GBR",153.75
"88",28,"M","USA",153.916666666667
"89",30,"M","USA",153.933333333333
"90",30,"M","USA",154.016666666667
"91",32,"M","USA",154.15
"92",31,"M","USA",154.366666666667
"93",30,"M","CAN",154.5
"94",45,"M","USA",154.666666666667
"95",26,"F","USA",154.733333333333
"96",26,"M","USA",154.783333333333
"97",39,"M","USA",154.816666666667
"98",30,"F","USA",154.883333333333
"99",25,"M","USA",155.05
"100",33,"M","USA",155.25
"101",36,"M","CAN",155.433333333333
"102",26,"M","USA",155.666666666667
"103",39,"M","USA",155.683333333333
"104",36,"M","USA",155.733333333333
"105",24,"M","USA",155.816666666667
"106",22,"M","JPN",155.85
"107",40,"M","GER",155.966666666667
"108",26,"M","USA",156.016666666667
"109",30,"M","USA",156.116666666667
"110",30,"F","USA",156.183333333333
"111",28,"M","USA",156.2
"112",23,"M","USA",156.3
"113",30,"M","GER",156.416666666667
"114",27,"M","USA",156.466666666667
"115",40,"F","USA",156.466666666667
"116",25,"M","USA",156.483333333333
"117",25,"M","USA",156.483333333333
"118",32,"F","USA",156.5
"119",32,"M","USA",156.55
"120",39,"F","USA",156.55
"121",27,"M","USA",156.6
"122",36,"M","USA",156.666666666667
"123",25,"M","USA",156.683333333333
"124",40,"M","USA",156.783333333333
"125",32,"M","USA",156.8
"126",36,"M","USA",156.95
"127",35,"M","USA",156.95
"128",35,"M","USA",157
"129",44,"M","USA",157.016666666667
"130",33,"M","USA",157.183333333333
"131",19,"M","USA",157.25
"132",26,"M","USA",157.366666666667
"133",45,"M","USA",157.466666666667
"134",33,"F","USA",157.5
"135",31,"M","USA",157.533333333333
"136",28,"M","USA",157.566666666667
"137",21,"M","USA",157.783333333333
"138",25,"M","USA",157.816666666667
"139",21,"M","USA",157.85
"140",29,"M","USA",157.85
"141",28,"M","USA",157.866666666667
"142",35,"M","USA",158.033333333333
"143",34,"M","USA",158.083333333333
"144",45,"M","USA",158.1
"145",25,"M","USA",158.25
"146",23,"M","USA",158.25
"147",28,"M","USA",158.3
"148",29,"F","USA",158.35
"149",36,"M","USA",158.4
"150",30,"M","USA",158.433333333333
"151",30,"M","USA",158.5
"152",29,"M","USA",158.516666666667
"153",27,"M","USA",158.55
"154",41,"M","USA",158.6
"155",27,"M","CAN",158.616666666667
"156",26,"M","CAN",158.616666666667
"157",46,"M","ITA",158.666666666667
"158",28,"F","USA",158.733333333333
"159",33,"M","ESP",158.733333333333
"160",29,"F","USA",158.8
"161",42,"M","USA",158.8
"162",26,"M","USA",158.85
"163",27,"M","USA",158.883333333333
"164",21,"M","USA",158.95
"165",27,"M","USA",158.983333333333
"166",36,"M","USA",158.983333333333
"167",43,"M","BRA",159.033333333333
"168",36,"M","USA",159.216666666667
"169",35,"M","GBR",159.216666666667
"170",36,"M","USA",159.266666666667
"171",35,"M","USA",159.316666666667
"172",29,"M","USA",159.383333333333
"173",30,"M","USA",159.483333333333
"174",28,"M","USA",159.5
"175",25,"M","USA",159.533333333333
"176",33,"M","USA",159.533333333333
"177",25,"M","USA",159.55
"178",28,"M","SUI",159.6
"179",23,"M","USA",159.633333333333
"180",42,"M","GBR",159.65
"181",28,"M","USA",159.666666666667
"182",29,"M","USA",159.8
"183",29,"M","USA",159.9
"184",37,"M","USA",159.916666666667
"185",35,"M","USA",159.95
"186",27,"M","USA",159.95
"187",40,"F","USA",160.033333333333
"188",29,"M","USA",160.05
"189",35,"M","CAN",160.066666666667
"190",30,"F","ETH",160.116666666667
"191",29,"M","USA",160.283333333333
"192",27,"M","USA",160.3
"193",38,"M","CAN",160.316666666667
"194",25,"M","USA",160.383333333333
"195",40,"M","USA",160.533333333333
"196",31,"M","USA",160.55
"197",37,"M","USA",160.6
"198",39,"M","USA",160.616666666667
"199",42,"M","USA",160.65
"200",28,"M","USA",160.716666666667
"201",26,"M","USA",160.733333333333
"202",38,"M","GBR",160.75
"203",19,"M","USA",160.75
"204",38,"M","COL",160.766666666667
"205",32,"M","USA",160.8
"206",24,"M","USA",160.9
"207",37,"M","USA",160.966666666667
"208",35,"M","USA",161.05
"209",36,"M","NOR",161.05
"210",34,"M","CAN",161.25
"211",30,"F","CAN",161.366666666667
"212",28,"M","USA",161.433333333333
"213",34,"M","USA",161.5
"214",33,"M","POL",161.516666666667
"215",33,"M","USA",161.583333333333
"216",23,"M","USA",161.616666666667
"217",40,"M","GBR",161.65
"218",26,"M","USA",161.683333333333
"219",40,"M","USA",161.733333333333
"220",28,"M","FRA",161.75
"221",50,"M","USA",161.8
"222",24,"M","USA",161.8
"223",22,"M","USA",161.916666666667
"224",28,"M","USA",161.95
"225",31,"M","USA",161.966666666667
"226",21,"M","USA",162
"227",27,"M","USA",162.033333333333
"228",23,"M","USA",162.133333333333
"229",30,"M","USA",162.216666666667
"230",44,"M","GBR",162.25
"231",41,"F","USA",162.266666666667
"232",38,"M","RUS",162.283333333333
"233",30,"M","USA",162.3
"234",34,"M","USA",162.366666666667
"235",23,"M","USA",162.4
"236",32,"M","SUI",162.416666666667
"237",26,"M","USA",162.45
"238",29,"M","USA",162.5
"239",30,"M","USA",162.55
"240",31,"M","USA",162.566666666667
"241",41,"M","USA",162.583333333333
"242",24,"M","USA",162.583333333333
"243",32,"M","USA",162.616666666667
"244",24,"M","USA",162.633333333333
"245",29,"M","USA",162.666666666667
"246",40,"M","USA",162.7
"247",27,"M","USA",162.716666666667
"248",34,"M","USA",162.716666666667
"249",43,"M","USA",162.75
"250",26,"M","USA",162.783333333333
"251",23,"M","USA",162.8
"252",39,"M","USA",162.8
"253",44,"M","USA",162.916666666667
"254",39,"M","USA",162.933333333333
"255",30,"M","USA",162.933333333333
"256",39,"M","USA",162.933333333333
"257",29,"M","USA",162.966666666667
"258",37,"M","USA",162.983333333333
"259",49,"M","POR",163.016666666667
"260",38,"M","USA",163.033333333333
"261",35,"M","USA",163.15
"262",27,"M","USA",163.166666666667
"263",46,"M","USA",163.216666666667
"264",26,"M","USA",163.216666666667
"265",34,"M","USA",163.233333333333
"266",28,"M","USA",163.233333333333
"267",34,"M","USA",163.233333333333
"268",25,"F","JPN",163.3
"269",32,"M","USA",163.35
"270",26,"M","USA",163.35
"271",36,"M","USA",163.35
"272",34,"M","USA",163.383333333333
"273",25,"M","USA",163.483333333333
"274",35,"M","USA",163.516666666667
"275",27,"M","USA",163.566666666667
"276",35,"M","NED",163.583333333333
"277",28,"M","USA",163.583333333333
"278",27,"M","USA",163.633333333333
"279",27,"M","USA",163.683333333333
"280",29,"M","USA",163.7
"281",24,"F","USA",163.733333333333
"282",37,"M","BRA",163.75
"283",30,"M","USA",163.783333333333
"284",42,"M","USA",163.8
"285",41,"M","USA",163.833333333333
"286",43,"M","USA",163.85
"287",25,"M","USA",163.866666666667
"288",30,"M","USA",163.866666666667
"289",38,"M","USA",163.883333333333
"290",35,"M","CRC",163.9
"291",47,"M","USA",163.9
"292",26,"M","USA",163.933333333333
"293",29,"M","USA",163.95
"294",33,"M","USA",163.966666666667
"295",34,"M","USA",163.983333333333
"296",29,"M","USA",164
"297",21,"M","USA",164.033333333333
"298",43,"M","USA",164.033333333333
"299",22,"M","USA",164.05
"300",28,"M","USA",164.083333333333
"301",30,"M","GBR",164.1
"302",36,"F","USA",164.116666666667
"303",42,"M","USA",164.116666666667
"304",41,"M","BEL",164.15
"305",34,"M","USA",164.183333333333
"306",26,"M","USA",164.266666666667
"307",22,"M","USA",164.4
"308",31,"M","CRC",164.416666666667
"309",45,"M","USA",164.45
"310",27,"M","USA",164.5
"311",37,"M","USA",164.516666666667
"312",23,"M","USA",164.533333333333
"313",42,"M","USA",164.533333333333
"314",28,"M","USA",164.533333333333
"315",36,"M","USA",164.533333333333
"316",44,"M","SUI",164.55
"317",42,"M","CAN",164.566666666667
"318",32,"M","NZL",164.566666666667
"319",28,"M","USA",164.566666666667
"320",26,"M","USA",164.566666666667
"321",41,"M","USA",164.566666666667
"322",37,"M","CAN",164.583333333333
"323",39,"M","USA",164.65
"324",42,"M","USA",164.65
"325",32,"M","USA",164.733333333333
"326",53,"M","USA",164.833333333333
"327",56,"M","USA",164.866666666667
"328",31,"M","USA",164.866666666667
"329",36,"M","USA",164.883333333333
"330",34,"M","PER",164.916666666667
"331",29,"M","USA",164.933333333333
"332",23,"M","USA",165
"333",36,"M","USA",165
"334",21,"M","GBR",165.05
"335",31,"M","USA",165.083333333333
"336",52,"M","DOM",165.166666666667
"337",42,"M","FRA",165.183333333333
"338",35,"M","USA",165.2
"339",37,"M","USA",165.233333333333
"340",39,"M","USA",165.266666666667
"341",29,"M","USA",165.35
"342",32,"M","USA",165.366666666667
"343",29,"M","GBR",165.366666666667
"344",35,"M","USA",165.366666666667
"345",47,"M","PER",165.366666666667
"346",34,"M","USA",165.4
"347",32,"M","USA",165.4
"348",30,"M","USA",165.416666666667
"349",30,"M","FRA",165.45
"350",47,"M","USA",165.45
"351",31,"M","USA",165.516666666667
"352",44,"M","USA",165.55
"353",47,"M","USA",165.566666666667
"354",26,"M","USA",165.583333333333
"355",43,"M","USA",165.583333333333
"356",35,"M","GBR",165.583333333333
"357",32,"M","PAN",165.616666666667
"358",46,"M","USA",165.633333333333
"359",41,"F","USA",165.65
"360",27,"M","USA",165.666666666667
"361",39,"M","CAN",165.716666666667
"362",44,"M","USA",165.716666666667
"363",32,"M","PER",165.733333333333
"364",28,"M","USA",165.733333333333
"365",30,"M","BRA",165.733333333333
"366",39,"M","USA",165.75
"367",33,"F","CAN",165.766666666667
"368",44,"M","AUS",165.783333333333
"369",40,"M","USA",165.816666666667
"370",32,"M","USA",165.866666666667
"371",56,"M","CAN",165.883333333333
"372",24,"M","FRA",165.9
"373",26,"M","USA",165.916666666667
"374",26,"M","USA",165.966666666667
"375",43,"M","JPN",165.983333333333
"376",31,"M","USA",166
"377",31,"M","USA",166.016666666667
"378",28,"M","USA",166.083333333333
"379",38,"M","CAN",166.15
"380",40,"M","DEN",166.183333333333
"381",41,"M","CAN",166.216666666667
"382",34,"F","USA",166.233333333333
"383",20,"M","USA",166.233333333333
"384",33,"M","DEN",166.25
"385",46,"M","COL",166.266666666667
"386",43,"M","USA",166.316666666667
"387",46,"M","AUS",166.333333333333
"388",33,"M","JPN",166.333333333333
"389",21,"M","USA",166.35
"390",32,"M","USA",166.35
"391",48,"M","USA",166.366666666667
"392",44,"M","USA",166.366666666667
"393",42,"M","USA",166.366666666667
"394",28,"M","GBR",166.383333333333
"395",53,"M","MEX",166.416666666667
"396",41,"M","USA",166.416666666667
"397",29,"M","CAN",166.45
"398",32,"M","AUS",166.466666666667
"399",24,"M","USA",166.516666666667
"400",35,"M","USA",166.533333333333
"401",26,"M","USA",166.55
"402",39,"M","USA",166.583333333333
"403",35,"M","FRA",166.583333333333
"404",25,"M","USA",166.65
"405",24,"M","USA",166.65
"406",22,"M","USA",166.666666666667
"407",22,"M","USA",166.733333333333
"408",36,"M","USA",166.783333333333
"409",32,"M","USA",166.8
"410",23,"M","CAN",166.816666666667
"411",27,"M","USA",166.833333333333
"412",20,"M","USA",166.833333333333
"413",33,"M","USA",166.866666666667
"414",29,"M","USA",166.883333333333
"415",26,"M","USA",166.883333333333
"416",24,"M","USA",166.933333333333
"417",29,"M","USA",166.933333333333
"418",40,"M","USA",166.983333333333
"419",34,"F","USA",167
"420",33,"M","USA",167.033333333333
"421",42,"M","CAN",167.05
"422",33,"M","USA",167.05
"423",33,"M","USA",167.05
"424",38,"M","USA",167.1
"425",28,"M","USA",167.1
"426",36,"M","USA",167.1
"427",36,"M","CAN",167.116666666667
"428",32,"M","USA",167.133333333333
"429",33,"M","USA",167.233333333333
"430",33,"M","USA",167.25
"431",27,"M","CRC",167.266666666667
"432",27,"M","CAN",167.3
"433",29,"M","MAS",167.3
"434",27,"M","USA",167.3
"435",34,"M","USA",167.35
"436",50,"M","USA",167.366666666667
"437",43,"M","USA",167.366666666667
"438",23,"M","USA",167.383333333333
"439",26,"M","USA",167.4
"440",28,"M","USA",167.433333333333
"441",26,"M","USA",167.433333333333
"442",26,"M","USA",167.45
"443",22,"M","USA",167.466666666667
"444",41,"M","USA",167.466666666667
"445",37,"M","USA",167.466666666667
"446",34,"M","USA",167.5
"447",38,"M","USA",167.5
"448",37,"M","USA",167.516666666667
"449",25,"F","GER",167.516666666667
"450",28,"M","BRA",167.533333333333
"451",26,"M","USA",167.55
"452",40,"M","USA",167.55
"453",27,"M","USA",167.583333333333
"454",36,"M","USA",167.6
"455",21,"M","USA",167.6
"456",30,"F","USA",167.616666666667
"457",28,"M","USA",167.65
"458",43,"M","USA",167.666666666667
"459",28,"M","USA",167.683333333333
"460",26,"M","USA",167.683333333333
"461",27,"M","USA",167.7
"462",30,"M","USA",167.7
"463",32,"M","USA",167.716666666667
"464",36,"M","USA",167.733333333333
"465",31,"M","USA",167.733333333333
"466",36,"M","POL",167.8
"467",27,"M","USA",167.833333333333
"468",28,"M","COL",167.85
"469",28,"F","USA",167.9
"470",39,"M","USA",167.933333333333
"471",34,"M","USA",167.95
"472",19,"M","USA",167.95
"473",40,"M","USA",167.983333333333
"474",39,"M","GBR",167.983333333333
"475",40,"M","AUS",167.983333333333
"476",44,"M","GBR",168.016666666667
"477",31,"M","USA",168.05
"478",32,"M","JPN",168.05
"479",41,"M","GBR",168.1
"480",26,"F","USA",168.1
"481",28,"M","USA",168.216666666667
"482",34,"M","MEX",168.25
"483",29,"M","USA",168.283333333333
"484",47,"M","USA",168.3
"485",29,"M","COL",168.333333333333
"486",42,"M","USA",168.416666666667
"487",53,"M","USA",168.416666666667
"488",32,"M","CRC",168.45
"489",27,"M","USA",168.466666666667
"490",34,"M","GBR",168.483333333333
"491",35,"M","USA",168.533333333333
"492",52,"M","USA",168.533333333333
"493",33,"M","USA",168.55
"494",22,"M","USA",168.566666666667
"495",27,"M","USA",168.566666666667
"496",32,"M","USA",168.583333333333
"497",40,"M","USA",168.6
"498",31,"M","SUI",168.616666666667
"499",24,"M","USA",168.633333333333
"500",47,"M","IRL",168.683333333333
"501",45,"M","USA",168.683333333333
"502",26,"F","USA",168.7
"503",39,"M","USA",168.716666666667
"504",30,"M","USA",168.75
"505",33,"M","USA",168.783333333333
"506",45,"M","NED",168.783333333333
"507",33,"M","USA",168.8
"508",34,"F","USA",168.8
"509",31,"M","USA",168.816666666667
"510",28,"M","USA",168.833333333333
"511",33,"M","USA",168.883333333333
"512",27,"M","USA",168.883333333333
"513",35,"M","PHI",168.933333333333
"514",26,"M","USA",168.95
"515",27,"M","USA",168.966666666667
"516",31,"M","USA",168.983333333333
"517",38,"M","USA",168.983333333333
"518",40,"M","POL",169
"519",28,"M","USA",169.033333333333
"520",20,"M","USA",169.033333333333
"521",48,"M","USA",169.033333333333
"522",29,"M","USA",169.066666666667
"523",25,"M","USA",169.083333333333
"524",32,"M","USA",169.116666666667
"525",30,"M","USA",169.133333333333
"526",26,"M","USA",169.15
"527",45,"M","USA",169.166666666667
"528",27,"M","USA",169.166666666667
"529",47,"M","USA",169.233333333333
"530",37,"M","USA",169.25
"531",27,"M","USA",169.283333333333
"532",22,"M","USA",169.283333333333
"533",50,"M","GBR",169.283333333333
"534",46,"M","JPN",169.283333333333
"535",35,"M","BRA",169.35
"536",30,"M","USA",169.35
"537",28,"M","USA",169.35
"538",34,"M","USA",169.4
"539",38,"M","USA",169.4
"540",35,"M","GBR",169.4
"541",44,"M","USA",169.4
"542",26,"M","USA",169.433333333333
"543",31,"M","USA",169.45
"544",32,"M","USA",169.45
"545",37,"M","DOM",169.466666666667
"546",40,"M","CAN",169.466666666667
"547",23,"M","USA",169.483333333333
"548",32,"M","USA",169.5
"549",34,"M","USA",169.516666666667
"550",30,"M","AUS",169.516666666667
"551",21,"M","USA",169.55
"552",24,"M","USA",169.55
"553",30,"F","USA",169.566666666667
"554",35,"M","USA",169.583333333333
"555",23,"M","USA",169.6
"556",29,"M","USA",169.6
"557",27,"M","USA",169.616666666667
"558",24,"M","USA",169.633333333333
"559",24,"M","USA",169.633333333333
"560",26,"M","GBR",169.633333333333
"561",30,"M","USA",169.65
"562",35,"M","USA",169.65
"563",38,"M","CHI",169.666666666667
"564",55,"M","USA",169.666666666667
"565",30,"M","BRA",169.666666666667
"566",39,"M","USA",169.7
"567",35,"M","USA",169.7
"568",24,"M","USA",169.7
"569",29,"M","USA",169.7
"570",35,"M","USA",169.716666666667
"571",50,"M","AUT",169.733333333333
"572",27,"M","USA",169.733333333333
"573",37,"M","USA",169.75
"574",35,"M","USA",169.783333333333
"575",49,"M","USA",169.8
"576",36,"M","CAN",169.833333333333
"577",28,"M","USA",169.833333333333
"578",25,"M","USA",169.85
"579",26,"M","USA",169.866666666667
"580",53,"M","USA",169.9
"581",29,"M","USA",169.933333333333
"582",29,"M","USA",169.95
"583",43,"M","DEN",169.95
"584",39,"M","USA",170
"585",43,"M","USA",170
"586",33,"M","FRA",170
"587",30,"M","GBR",170.016666666667
"588",32,"M","CAN",170.033333333333
"589",32,"M","ARG",170.066666666667
"590",36,"M","USA",170.066666666667
"591",34,"M","CAN",170.083333333333
"592",33,"M","USA",170.1
"593",41,"M","USA",170.1
"594",41,"M","USA",170.1
"595",26,"M","USA",170.1
"596",29,"M","USA",170.116666666667
"597",45,"M","USA",170.133333333333
"598",27,"F","USA",170.183333333333
"599",36,"M","CAN",170.2
"600",41,"M","USA",170.2
"601",33,"M","USA",170.25
"602",23,"M","USA",170.316666666667
"603",33,"M","FRA",170.333333333333
"604",29,"M","USA",170.35
"605",30,"F","USA",170.383333333333
"606",26,"M","USA",170.383333333333
"607",37,"M","USA",170.4
"608",49,"M","USA",170.433333333333
"609",43,"M","CAN",170.483333333333
"610",38,"M","USA",170.5
"611",47,"M","GBR",170.533333333333
"612",22,"M","USA",170.55
"613",24,"M","USA",170.566666666667
"614",31,"M","USA",170.6
"615",44,"M","USA",170.616666666667
"616",50,"M","CAN",170.65
"617",27,"M","CAN",170.683333333333
"618",36,"M","USA",170.683333333333
"619",40,"M","FRA",170.716666666667
"620",35,"M","USA",170.716666666667
"621",36,"M","USA",170.733333333333
"622",25,"M","USA",170.733333333333
"623",35,"M","USA",170.75
"624",23,"M","USA",170.75
"625",24,"M","USA",170.766666666667
"626",36,"M","USA",170.783333333333
"627",33,"M","MEX",170.783333333333
"628",42,"M","USA",170.8
"629",32,"M","USA",170.8
"630",38,"M","CAN",170.816666666667
"631",39,"M","USA",170.833333333333
"632",26,"M","USA",170.833333333333
"633",28,"M","USA",170.883333333333
"634",34,"M","CAN",170.933333333333
"635",41,"M","USA",170.933333333333
"636",36,"M","USA",170.933333333333
"637",27,"M","USA",170.95
"638",33,"M","USA",170.966666666667
"639",38,"M","USA",170.983333333333
"640",37,"M","USA",171
"641",41,"M","CAN",171.016666666667
"642",40,"M","SIN",171.033333333333
"643",31,"M","USA",171.05
"644",45,"M","USA",171.083333333333
"645",26,"M","USA",171.083333333333
"646",28,"M","USA",171.083333333333
"647",31,"M","USA",171.166666666667
"648",39,"M","ESP",171.166666666667
"649",57,"M","USA",171.183333333333
"650",39,"M","IRL",171.233333333333
"651",32,"M","USA",171.25
"652",25,"M","USA",171.266666666667
"653",30,"M","USA",171.283333333333
"654",35,"M","USA",171.283333333333
"655",32,"M","USA",171.3
"656",36,"M","RUS",171.3
"657",26,"M","USA",171.316666666667
"658",25,"M","USA",171.316666666667
"659",31,"M","USA",171.333333333333
"660",22,"M","USA",171.383333333333
"661",29,"M","USA",171.416666666667
"662",38,"M","USA",171.433333333333
"663",25,"M","USA",171.433333333333
"664",31,"M","USA",171.466666666667
"665",42,"M","USA",171.5
"666",34,"M","USA",171.516666666667
"667",37,"M","USA",171.55
"668",46,"M","SUI",171.566666666667
"669",41,"M","CHN",171.583333333333
"670",43,"M","USA",171.583333333333
"671",31,"M","USA",171.633333333333
"672",38,"M","FRA",171.65
"673",29,"M","DEN",171.666666666667
"674",26,"M","USA",171.666666666667
"675",50,"M","FRA",171.683333333333
"676",28,"M","USA",171.716666666667
"677",37,"M","USA",171.733333333333
"678",34,"M","USA",171.733333333333
"679",38,"M","CRC",171.75
"680",26,"F","USA",171.766666666667
"681",47,"M","USA",171.766666666667
"682",28,"M","CAN",171.766666666667
"683",38,"M","USA",171.8
"684",36,"M","USA",171.8
"685",41,"M","FRA",171.816666666667
"686",34,"M","TWN",171.833333333333
"687",44,"M","USA",171.833333333333
"688",33,"M","USA",171.866666666667
"689",28,"M","USA",171.883333333333
"690",24,"M","USA",171.9
"691",30,"M","USA",171.916666666667
"692",30,"M","USA",171.95
"693",46,"M","USA",171.95
"694",27,"M","USA",171.966666666667
"695",37,"M","USA",172
"696",27,"M","USA",172
"697",27,"M","USA",172.016666666667
"698",28,"M","USA",172.033333333333
"699",34,"M","USA",172.033333333333
"700",32,"M","GUA",172.033333333333
"701",37,"M","USA",172.066666666667
"702",25,"M","USA",172.066666666667
"703",25,"M","USA",172.083333333333
"704",30,"M","USA",172.116666666667
"705",59,"M","USA",172.15
"706",26,"M","USA",172.166666666667
"707",25,"F","USA",172.183333333333
"708",39,"M","PER",172.216666666667
"709",31,"M","USA",172.216666666667
"710",35,"M","CAN",172.233333333333
"711",43,"M","USA",172.266666666667
"712",32,"M","USA",172.266666666667
"713",34,"M","USA",172.283333333333
"714",26,"M","USA",172.283333333333
"715",37,"M","USA",172.3
"716",36,"M","MEX",172.316666666667
"717",45,"M","USA",172.316666666667
"718",26,"F","USA",172.333333333333
"719",42,"M","COL",172.45
"720",28,"M","USA",172.45
"721",26,"M","USA",172.466666666667
"722",46,"M","USA",172.466666666667
"723",35,"M","USA",172.483333333333
"724",24,"M","USA",172.5
"725",47,"M","GER",172.5
"726",35,"M","JPN",172.516666666667
"727",44,"M","USA",172.533333333333
"728",41,"M","CAN",172.533333333333
"729",35,"M","ESP",172.55
"730",30,"M","TWN",172.55
"731",29,"M","USA",172.55
"732",46,"M","RSA",172.55
"733",35,"M","USA",172.566666666667
"734",41,"M","COL",172.583333333333
"735",40,"M","USA",172.583333333333
"736",39,"M","BRA",172.583333333333
"737",28,"M","USA",172.6
"738",48,"M","CAN",172.633333333333
"739",47,"M","GER",172.633333333333
"740",27,"M","USA",172.733333333333
"741",26,"M","USA",172.75
"742",28,"M","USA",172.766666666667
"743",37,"M","USA",172.783333333333
"744",39,"M","USA",172.783333333333
"745",47,"M","USA",172.783333333333
"746",36,"M","USA",172.816666666667
"747",42,"M","HKG",172.833333333333
"748",23,"M","USA",172.85
"749",39,"M","USA",172.85
"750",31,"M","CRC",172.85
"751",28,"M","USA",172.85
"752",30,"F","USA",172.866666666667
"753",26,"M","USA",172.883333333333
"754",27,"M","USA",172.883333333333
"755",25,"M","USA",172.9
"756",30,"M","USA",172.9
"757",51,"M","SLO",172.916666666667
"758",33,"M","CAN",172.933333333333
"759",37,"M","CAN",172.933333333333
"760",33,"M","USA",172.95
"761",24,"M","USA",172.95
"762",28,"M","USA",172.95
"763",47,"M","USA",172.966666666667
"764",24,"M","USA",172.983333333333
"765",28,"M","USA",173
"766",22,"M","USA",173.016666666667
"767",49,"M","CAN",173.033333333333
"768",24,"M","USA",173.066666666667
"769",27,"F","USA",173.066666666667
"770",34,"M","USA",173.066666666667
"771",26,"M","USA",173.066666666667
"772",36,"M","USA",173.066666666667
"773",30,"M","USA",173.066666666667
"774",31,"M","COL",173.083333333333
"775",44,"M","CAN",173.083333333333
"776",35,"M","USA",173.1
"777",51,"M","SUI",173.133333333333
"778",29,"F","USA",173.133333333333
"779",33,"M","USA",173.183333333333
"780",36,"M","USA",173.2
"781",39,"M","USA",173.216666666667
"782",40,"M","USA",173.233333333333
"783",40,"M","USA",173.233333333333
"784",34,"M","CRC",173.283333333333
"785",26,"M","USA",173.3
"786",21,"M","USA",173.333333333333
"787",33,"M","USA",173.35
"788",36,"M","USA",173.383333333333
"789",45,"M","USA",173.383333333333
"790",33,"M","USA",173.433333333333
"791",28,"M","GBR",173.45
"792",30,"M","GER",173.483333333333
"793",39,"M","ITA",173.483333333333
"794",28,"M","CHI",173.483333333333
"795",36,"M","BRA",173.5
"796",33,"M","USA",173.516666666667
"797",29,"M","USA",173.516666666667
"798",36,"M","USA",173.516666666667
"799",45,"M","USA",173.533333333333
"800",42,"M","CAN",173.566666666667
"801",28,"M","USA",173.566666666667
"802",27,"M","USA",173.583333333333
"803",35,"M","USA",173.583333333333
"804",29,"M","USA",173.583333333333
"805",39,"M","USA",173.583333333333
"806",36,"M","USA",173.633333333333
"807",40,"F","CAN",173.683333333333
"808",33,"M","GER",173.683333333333
"809",30,"M","USA",173.7
"810",38,"M","ESP",173.716666666667
"811",30,"M","BRA",173.716666666667
"812",33,"M","USA",173.75
"813",31,"M","USA",173.766666666667
"814",50,"M","USA",173.766666666667
"815",49,"M","GBR",173.766666666667
"816",48,"M","CAN",173.8
