"","Age","M.F","Country","TimeMin"
"12292",46,"F","USA",228.533333333333
"12293",54,"M","USA",228.533333333333
"12294",25,"F","USA",228.55
"12295",57,"M","BRA",228.55
"12296",49,"F","USA",228.55
"12297",30,"F","USA",228.55
"12298",49,"F","USA",228.55
"12299",42,"F","USA",228.55
"12300",61,"M","USA",228.566666666667
"12301",27,"M","CAN",228.566666666667
"12302",47,"M","USA",228.566666666667
"12303",36,"F","USA",228.566666666667
"12304",52,"M","USA",228.566666666667
"12305",47,"F","USA",228.583333333333
"12306",47,"F","USA",228.583333333333
"12307",47,"F","USA",228.583333333333
"12308",35,"F","USA",228.583333333333
"12309",43,"M","GER",228.583333333333
"12310",60,"M","CAN",228.583333333333
"12311",40,"F","USA",228.583333333333
"12312",23,"F","USA",228.583333333333
"12313",33,"F","USA",228.6
"12314",60,"M","USA",228.6
"12315",47,"F","USA",228.6
"12316",43,"F","USA",228.6
"12317",26,"F","USA",228.6
"12318",57,"M","GER",228.6
"12319",38,"F","USA",228.616666666667
"12320",36,"F","USA",228.616666666667
"12321",44,"M","USA",228.616666666667
"12322",52,"F","USA",228.616666666667
"12323",30,"F","USA",228.633333333333
"12324",62,"M","USA",228.633333333333
"12325",62,"M","USA",228.633333333333
"12326",61,"M","USA",228.633333333333
"12327",26,"F","RUS",228.633333333333
"12328",46,"M","USA",228.65
"12329",44,"M","USA",228.65
"12330",54,"F","USA",228.65
"12331",37,"F","USA",228.666666666667
"12332",39,"F","USA",228.666666666667
"12333",45,"F","USA",228.666666666667
"12334",25,"F","USA",228.666666666667
"12335",60,"M","USA",228.683333333333
"12336",62,"M","USA",228.7
"12337",39,"F","USA",228.7
"12338",51,"M","SUI",228.7
"12339",26,"F","USA",228.7
"12340",45,"M","ESP",228.7
"12341",49,"F","USA",228.7
"12342",43,"F","MEX",228.7
"12343",29,"F","USA",228.716666666667
"12344",42,"M","USA",228.716666666667
"12345",42,"M","CHN",228.716666666667
"12346",36,"F","USA",228.716666666667
"12347",47,"F","USA",228.716666666667
"12348",44,"F","USA",228.716666666667
"12349",37,"F","USA",228.716666666667
"12350",47,"M","USA",228.716666666667
"12351",49,"F","USA",228.733333333333
"12352",35,"F","USA",228.733333333333
"12353",48,"F","MEX",228.733333333333
"12354",45,"M","USA",228.733333333333
"12355",55,"M","USA",228.733333333333
"12356",47,"M","USA",228.733333333333
"12357",34,"M","USA",228.75
"12358",28,"M","USA",228.75
"12359",48,"M","CAN",228.75
"12360",53,"F","USA",228.75
"12361",47,"F","USA",228.766666666667
"12362",63,"M","USA",228.766666666667
"12363",38,"F","USA",228.766666666667
"12364",46,"F","SUI",228.766666666667
"12365",39,"M","USA",228.766666666667
"12366",32,"F","USA",228.783333333333
"12367",34,"F","USA",228.783333333333
"12368",56,"M","USA",228.783333333333
"12369",45,"F","USA",228.8
"12370",64,"M","USA",228.8
"12371",54,"M","FRA",228.8
"12372",42,"M","USA",228.8
"12373",49,"M","CHN",228.8
"12374",42,"M","USA",228.8
"12375",55,"M","USA",228.816666666667
"12376",52,"M","USA",228.816666666667
"12377",31,"M","USA",228.816666666667
"12378",19,"M","USA",228.816666666667
"12379",42,"M","USA",228.816666666667
"12380",21,"F","USA",228.833333333333
"12381",53,"M","USA",228.833333333333
"12382",42,"F","USA",228.833333333333
"12383",51,"M","USA",228.833333333333
"12384",52,"F","USA",228.85
"12385",40,"F","FRA",228.85
"12386",58,"M","CAN",228.85
"12387",42,"M","USA",228.85
"12388",60,"M","USA",228.85
"12389",52,"M","FRA",228.85
"12390",62,"M","GER",228.866666666667
"12391",23,"F","USA",228.866666666667
"12392",40,"F","SUI",228.866666666667
"12393",55,"M","USA",228.866666666667
"12394",40,"F","USA",228.866666666667
"12395",41,"M","KOR",228.866666666667
"12396",45,"F","USA",228.866666666667
"12397",23,"F","CAN",228.883333333333
"12398",38,"F","USA",228.883333333333
"12399",48,"M","USA",228.883333333333
"12400",60,"M","USA",228.883333333333
"12401",43,"M","ARG",228.883333333333
"12402",50,"M","USA",228.883333333333
"12403",36,"F","USA",228.883333333333
"12404",49,"F","USA",228.9
"12405",27,"F","USA",228.9
"12406",49,"F","USA",228.9
"12407",25,"F","USA",228.9
"12408",53,"M","USA",228.916666666667
"12409",29,"F","USA",228.916666666667
"12410",60,"M","TWN",228.916666666667
"12411",45,"M","USA",228.916666666667
"12412",56,"M","USA",228.916666666667
"12413",51,"F","USA",228.933333333333
"12414",45,"M","USA",228.933333333333
"12415",33,"F","USA",228.933333333333
"12416",45,"F","JPN",228.933333333333
"12417",59,"M","USA",228.933333333333
"12418",47,"F","USA",228.95
"12419",55,"M","TWN",228.95
"12420",54,"F","USA",228.95
"12421",60,"M","BRA",228.966666666667
"12422",60,"M","USA",228.966666666667
"12423",47,"F","USA",228.966666666667
"12424",54,"F","CAN",228.983333333333
"12425",36,"F","USA",228.983333333333
"12426",45,"F","USA",228.983333333333
"12427",39,"F","USA",228.983333333333
"12428",60,"M","USA",228.983333333333
"12429",52,"M","USA",229
"12430",53,"M","POL",229
"12431",47,"M","NED",229
"12432",47,"F","USA",229.016666666667
"12433",32,"M","USA",229.016666666667
"12434",56,"M","JPN",229.016666666667
"12435",39,"F","USA",229.016666666667
"12436",44,"M","USA",229.033333333333
"12437",53,"M","CAN",229.033333333333
"12438",42,"F","USA",229.033333333333
"12439",40,"F","USA",229.033333333333
"12440",41,"F","USA",229.033333333333
"12441",49,"F","USA",229.033333333333
"12442",19,"F","USA",229.033333333333
"12443",30,"M","USA",229.033333333333
"12444",62,"M","USA",229.05
"12445",41,"F","CAN",229.05
"12446",56,"M","USA",229.05
"12447",52,"F","USA",229.05
"12448",49,"M","USA",229.05
"12449",45,"F","USA",229.05
"12450",47,"F","USA",229.066666666667
"12451",47,"F","USA",229.066666666667
"12452",30,"F","USA",229.066666666667
"12453",58,"M","USA",229.066666666667
"12454",39,"M","USA",229.066666666667
"12455",51,"F","USA",229.083333333333
"12456",54,"F","USA",229.083333333333
"12457",56,"M","USA",229.083333333333
"12458",37,"F","USA",229.083333333333
"12459",41,"M","BRA",229.083333333333
"12460",57,"M","USA",229.083333333333
"12461",47,"F","HKG",229.083333333333
"12462",39,"M","USA",229.083333333333
"12463",26,"F","USA",229.083333333333
"12464",41,"F","USA",229.1
"12465",49,"M","USA",229.1
"12466",24,"M","USA",229.1
"12467",26,"F","USA",229.1
"12468",37,"F","USA",229.1
"12469",52,"M","USA",229.116666666667
"12470",34,"F","USA",229.116666666667
"12471",39,"F","USA",229.116666666667
"12472",58,"M","USA",229.116666666667
"12473",56,"M","USA",229.116666666667
"12474",52,"M","USA",229.116666666667
"12475",38,"F","USA",229.116666666667
"12476",34,"F","USA",229.116666666667
"12477",66,"F","USA",229.133333333333
"12478",41,"F","USA",229.133333333333
"12479",37,"F","BRA",229.133333333333
"12480",56,"M","USA",229.133333333333
"12481",44,"F","CAN",229.133333333333
"12482",30,"F","USA",229.133333333333
"12483",49,"M","USA",229.15
"12484",52,"M","USA",229.15
"12485",20,"F","USA",229.15
"12486",47,"F","USA",229.15
"12487",42,"F","USA",229.15
"12488",48,"F","USA",229.15
"12489",24,"F","USA",229.15
"12490",48,"M","USA",229.15
"12491",60,"M","USA",229.15
"12492",34,"M","USA",229.15
"12493",32,"F","CAN",229.166666666667
"12494",48,"F","USA",229.166666666667
"12495",30,"F","USA",229.166666666667
"12496",50,"M","USA",229.166666666667
"12497",41,"F","USA",229.166666666667
"12498",52,"M","USA",229.183333333333
"12499",49,"F","GBR",229.183333333333
"12500",39,"F","USA",229.183333333333
"12501",33,"M","USA",229.183333333333
"12502",45,"M","USA",229.2
"12503",22,"F","USA",229.2
"12504",30,"F","USA",229.216666666667
"12505",55,"M","USA",229.216666666667
"12506",37,"F","USA",229.233333333333
"12507",36,"F","USA",229.233333333333
"12508",56,"M","NZL",229.233333333333
"12509",47,"F","ISR",229.233333333333
"12510",42,"M","CAN",229.25
"12511",46,"F","USA",229.25
"12512",35,"F","USA",229.25
"12513",47,"F","USA",229.266666666667
"12514",33,"F","USA",229.266666666667
"12515",57,"M","CAN",229.266666666667
"12516",56,"F","CAN",229.266666666667
"12517",38,"F","USA",229.266666666667
"12518",46,"F","USA",229.266666666667
"12519",49,"F","USA",229.266666666667
"12520",49,"F","USA",229.283333333333
"12521",43,"F","USA",229.283333333333
"12522",48,"F","USA",229.283333333333
"12523",58,"M","USA",229.283333333333
"12524",38,"F","USA",229.3
"12525",37,"F","BRA",229.3
"12526",31,"F","USA",229.3
"12527",45,"F","USA",229.316666666667
"12528",41,"F","USA",229.316666666667
"12529",22,"F","USA",229.316666666667
"12530",55,"M","USA",229.316666666667
"12531",46,"M","AUS",229.316666666667
"12532",26,"F","USA",229.333333333333
"12533",22,"F","USA",229.333333333333
"12534",53,"M","USA",229.333333333333
"12535",46,"F","USA",229.333333333333
"12536",45,"M","USA",229.333333333333
"12537",56,"M","USA",229.35
"12538",61,"M","USA",229.35
"12539",44,"F","USA",229.35
"12540",39,"F","USA",229.35
"12541",46,"F","USA",229.35
"12542",27,"M","USA",229.35
"12543",48,"F","USA",229.35
"12544",56,"M","USA",229.35
"12545",60,"M","CAN",229.35
"12546",50,"M","BRA",229.35
"12547",46,"M","BRA",229.366666666667
"12548",55,"F","USA",229.366666666667
"12549",45,"M","USA",229.366666666667
"12550",33,"F","USA",229.366666666667
"12551",46,"F","USA",229.383333333333
"12552",52,"M","USA",229.383333333333
"12553",25,"F","USA",229.4
"12554",40,"M","USA",229.416666666667
"12555",21,"F","USA",229.416666666667
"12556",47,"F","USA",229.416666666667
"12557",38,"F","USA",229.416666666667
"12558",44,"F","USA",229.416666666667
"12559",47,"F","USA",229.433333333333
"12560",34,"M","USA",229.433333333333
"12561",27,"M","USA",229.433333333333
"12562",50,"F","AUS",229.433333333333
"12563",57,"M","USA",229.45
"12564",45,"M","USA",229.466666666667
"12565",62,"F","USA",229.466666666667
"12566",36,"F","USA",229.466666666667
"12567",29,"F","USA",229.466666666667
"12568",40,"F","USA",229.466666666667
"12569",38,"M","USA",229.483333333333
"12570",50,"M","USA",229.483333333333
"12571",52,"M","USA",229.483333333333
"12572",23,"F","USA",229.483333333333
"12573",43,"M","USA",229.5
"12574",59,"M","USA",229.5
"12575",62,"M","USA",229.5
"12576",54,"M","CAN",229.5
"12577",50,"M","USA",229.5
"12578",32,"F","USA",229.516666666667
"12579",50,"M","BRA",229.516666666667
"12580",59,"M","USA",229.516666666667
"12581",52,"M","USA",229.516666666667
"12582",57,"M","USA",229.516666666667
"12583",44,"M","USA",229.516666666667
"12584",40,"F","USA",229.516666666667
"12585",26,"F","USA",229.533333333333
"12586",49,"M","CHN",229.533333333333
"12587",36,"F","ESP",229.533333333333
"12588",49,"M","USA",229.533333333333
"12589",31,"M","AUS",229.55
"12590",40,"M","USA",229.55
"12591",31,"M","GBR",229.55
"12592",52,"F","CAN",229.55
"12593",48,"M","USA",229.55
"12594",43,"M","IRL",229.55
"12595",54,"M","CAN",229.566666666667
"12596",29,"M","USA",229.566666666667
"12597",28,"F","USA",229.566666666667
"12598",67,"M","CAN",229.566666666667
"12599",36,"F","USA",229.583333333333
"12600",52,"F","USA",229.583333333333
"12601",36,"F","USA",229.583333333333
"12602",32,"M","USA",229.583333333333
"12603",42,"M","USA",229.583333333333
"12604",43,"M","ESP",229.583333333333
"12605",37,"F","USA",229.583333333333
"12606",65,"M","SWE",229.6
"12607",54,"M","USA",229.6
"12608",35,"F","USA",229.6
"12609",45,"F","CAN",229.6
"12610",51,"F","USA",229.6
"12611",45,"F","USA",229.6
"12612",35,"M","USA",229.616666666667
"12613",27,"F","USA",229.616666666667
"12614",48,"M","CAN",229.633333333333
"12615",57,"M","USA",229.633333333333
"12616",56,"M","USA",229.633333333333
"12617",40,"F","CAN",229.633333333333
"12618",45,"F","CAN",229.633333333333
"12619",40,"M","MEX",229.633333333333
"12620",25,"F","USA",229.65
"12621",29,"M","USA",229.65
"12622",45,"F","USA",229.65
"12623",60,"M","USA",229.683333333333
"12624",55,"M","USA",229.683333333333
"12625",37,"F","USA",229.7
"12626",50,"F","CHN",229.7
"12627",33,"F","USA",229.7
"12628",61,"M","USA",229.7
"12629",55,"M","USA",229.7
"12630",39,"F","UKR",229.7
"12631",61,"M","USA",229.7
"12632",37,"F","USA",229.716666666667
"12633",57,"M","CAN",229.716666666667
"12634",51,"M","CAN",229.716666666667
"12635",42,"F","USA",229.716666666667
"12636",36,"F","USA",229.733333333333
"12637",48,"M","USA",229.733333333333
"12638",58,"M","USA",229.733333333333
"12639",40,"F","USA",229.733333333333
"12640",55,"M","USA",229.75
"12641",45,"F","USA",229.75
"12642",49,"M","USA",229.75
"12643",45,"F","CAN",229.75
"12644",61,"F","USA",229.75
"12645",29,"F","USA",229.75
"12646",59,"M","USA",229.75
"12647",46,"F","USA",229.75
"12648",35,"F","USA",229.75
"12649",50,"M","USA",229.75
"12650",55,"F","USA",229.75
"12651",45,"F","AUS",229.75
"12652",44,"M","CHN",229.766666666667
"12653",37,"F","USA",229.766666666667
"12654",49,"F","CAN",229.766666666667
"12655",39,"M","USA",229.766666666667
"12656",56,"M","USA",229.783333333333
"12657",36,"F","USA",229.783333333333
"12658",46,"F","USA",229.783333333333
"12659",58,"M","USA",229.783333333333
"12660",46,"F","USA",229.783333333333
"12661",31,"F","MEX",229.783333333333
"12662",55,"F","USA",229.783333333333
"12663",52,"F","GER",229.783333333333
"12664",54,"F","USA",229.783333333333
"12665",20,"F","USA",229.8
"12666",46,"F","USA",229.8
"12667",46,"M","USA",229.8
"12668",42,"F","USA",229.8
"12669",46,"M","USA",229.8
"12670",46,"M","USA",229.816666666667
"12671",63,"M","CAN",229.833333333333
"12672",50,"F","GER",229.833333333333
"12673",49,"F","TWN",229.833333333333
"12674",25,"F","USA",229.833333333333
"12675",30,"F","USA",229.85
"12676",48,"M","CAN",229.85
"12677",29,"F","USA",229.85
"12678",24,"M","USA",229.866666666667
"12679",50,"M","USA",229.866666666667
"12680",26,"M","USA",229.866666666667
"12681",28,"F","USA",229.883333333333
"12682",38,"F","CAN",229.883333333333
"12683",44,"F","USA",229.883333333333
"12684",45,"F","USA",229.883333333333
"12685",40,"F","USA",229.883333333333
"12686",38,"M","USA",229.883333333333
"12687",28,"M","USA",229.9
"12688",60,"M","USA",229.9
"12689",40,"F","USA",229.9
"12690",22,"M","USA",229.9
"12691",47,"F","NOR",229.916666666667
"12692",35,"F","USA",229.916666666667
"12693",23,"F","USA",229.916666666667
"12694",35,"M","USA",229.916666666667
"12695",33,"F","USA",229.916666666667
"12696",64,"M","USA",229.916666666667
"12697",56,"F","USA",229.933333333333
"12698",23,"F","USA",229.933333333333
"12699",27,"M","USA",229.933333333333
"12700",39,"M","USA",229.933333333333
"12701",28,"F","USA",229.933333333333
"12702",45,"M","ARG",229.95
"12703",34,"F","USA",229.95
"12704",47,"F","USA",229.966666666667
"12705",43,"M","USA",229.966666666667
"12706",52,"M","USA",229.966666666667
"12707",46,"M","USA",229.966666666667
"12708",55,"M","USA",229.966666666667
"12709",57,"M","CAN",229.983333333333
"12710",62,"M","USA",229.983333333333
"12711",60,"M","USA",229.983333333333
"12712",58,"M","USA",229.983333333333
"12713",46,"M","USA",230
"12714",50,"F","CAN",230
"12715",62,"M","USA",230
"12716",45,"M","AUS",230
"12717",38,"F","USA",230.016666666667
"12718",56,"M","USA",230.016666666667
"12719",38,"F","USA",230.016666666667
"12720",25,"F","USA",230.016666666667
"12721",54,"M","USA",230.016666666667
"12722",48,"F","USA",230.016666666667
"12723",56,"M","USA",230.016666666667
"12724",49,"M","CAN",230.016666666667
"12725",27,"F","USA",230.016666666667
"12726",50,"F","USA",230.016666666667
"12727",27,"F","CHI",230.033333333333
"12728",36,"F","USA",230.033333333333
"12729",41,"M","USA",230.033333333333
"12730",63,"M","USA",230.033333333333
"12731",39,"F","USA",230.033333333333
"12732",38,"M","USA",230.033333333333
"12733",28,"F","LTU",230.033333333333
"12734",53,"F","USA",230.05
"12735",58,"M","USA",230.05
"12736",35,"F","USA",230.05
"12737",35,"F","USA",230.05
"12738",24,"M","USA",230.066666666667
"12739",54,"M","USA",230.066666666667
"12740",40,"F","USA",230.066666666667
"12741",34,"F","USA",230.066666666667
"12742",39,"F","USA",230.066666666667
"12743",28,"F","USA",230.066666666667
"12744",43,"M","DEN",230.083333333333
"12745",29,"M","HKG",230.083333333333
"12746",45,"F","AUS",230.083333333333
"12747",45,"F","CAN",230.083333333333
"12748",46,"M","USA",230.083333333333
"12749",26,"F","USA",230.083333333333
"12750",35,"F","USA",230.1
"12751",45,"M","USA",230.1
"12752",38,"F","USA",230.1
"12753",34,"F","USA",230.1
"12754",65,"M","USA",230.1
"12755",34,"F","USA",230.1
"12756",54,"M","USA",230.1
"12757",40,"M","USA",230.116666666667
"12758",54,"M","USA",230.116666666667
"12759",68,"M","IRL",230.116666666667
"12760",47,"M","USA",230.133333333333
"12761",46,"M","USA",230.133333333333
"12762",47,"M","CAN",230.133333333333
"12763",51,"M","CAN",230.133333333333
"12764",35,"F","USA",230.133333333333
"12765",30,"F","USA",230.133333333333
"12766",61,"M","USA",230.15
"12767",39,"F","USA",230.15
"12768",36,"F","USA",230.15
"12769",25,"F","USA",230.15
"12770",52,"F","USA",230.166666666667
"12771",25,"F","USA",230.166666666667
"12772",32,"F","USA",230.166666666667
"12773",45,"F","USA",230.183333333333
"12774",56,"M","USA",230.183333333333
"12775",46,"M","USA",230.183333333333
"12776",42,"F","USA",230.183333333333
"12777",50,"F","USA",230.183333333333
"12778",55,"M","USA",230.183333333333
"12779",61,"M","MEX",230.2
"12780",54,"M","USA",230.2
"12781",39,"F","USA",230.216666666667
"12782",52,"M","USA",230.216666666667
"12783",45,"M","USA",230.216666666667
"12784",40,"F","CAN",230.216666666667
"12785",53,"F","CAN",230.216666666667
"12786",50,"F","USA",230.216666666667
"12787",53,"F","USA",230.216666666667
"12788",47,"M","CAN",230.216666666667
"12789",44,"F","USA",230.233333333333
"12790",32,"F","BRA",230.233333333333
"12791",49,"F","CAN",230.233333333333
"12792",48,"M","GER",230.233333333333
"12793",46,"F","CAN",230.233333333333
"12794",31,"F","USA",230.233333333333
"12795",47,"M","CAN",230.25
"12796",60,"M","CAN",230.25
"12797",50,"M","KOR",230.266666666667
"12798",54,"M","USA",230.266666666667
"12799",46,"M","USA",230.266666666667
"12800",36,"F","GBR",230.266666666667
"12801",45,"F","USA",230.283333333333
"12802",55,"M","CAN",230.283333333333
"12803",37,"M","USA",230.283333333333
"12804",25,"F","USA",230.283333333333
"12805",35,"F","USA",230.283333333333
"12806",39,"M","USA",230.283333333333
"12807",37,"F","USA",230.283333333333
"12808",31,"F","USA",230.283333333333
"12809",56,"M","USA",230.283333333333
"12810",37,"F","USA",230.3
"12811",37,"F","USA",230.3
"12812",53,"M","USA",230.3
"12813",43,"F","ESP",230.3
"12814",50,"F","USA",230.3
"12815",45,"F","USA",230.3
"12816",39,"F","USA",230.316666666667
"12817",61,"M","USA",230.316666666667
"12818",48,"M","USA",230.316666666667
"12819",53,"M","USA",230.316666666667
"12820",57,"M","JPN",230.333333333333
"12821",45,"M","USA",230.333333333333
"12822",22,"F","USA",230.333333333333
"12823",35,"M","FRA",230.35
"12824",32,"F","CAN",230.35
"12825",29,"F","USA",230.35
"12826",49,"M","NED",230.35
"12827",56,"M","USA",230.366666666667
"12828",41,"F","USA",230.366666666667
"12829",65,"M","USA",230.366666666667
"12830",35,"F","USA",230.383333333333
"12831",49,"M","USA",230.383333333333
"12832",53,"F","USA",230.383333333333
"12833",23,"F","USA",230.383333333333
"12834",48,"F","USA",230.383333333333
"12835",35,"F","CAN",230.383333333333
"12836",30,"F","USA",230.383333333333
"12837",38,"F","USA",230.383333333333
"12838",39,"F","USA",230.4
"12839",44,"F","NED",230.4
"12840",45,"M","NED",230.4
"12841",53,"F","USA",230.4
"12842",51,"F","USA",230.4
"12843",39,"F","MEX",230.4
"12844",48,"F","USA",230.4
"12845",24,"M","USA",230.4
"12846",41,"M","USA",230.4
"12847",38,"F","USA",230.4
"12848",35,"F","USA",230.416666666667
"12849",55,"M","USA",230.416666666667
"12850",24,"F","USA",230.416666666667
"12851",37,"F","USA",230.416666666667
"12852",30,"F","USA",230.416666666667
"12853",59,"M","HKG",230.416666666667
"12854",57,"M","KOR",230.433333333333
"12855",38,"F","USA",230.433333333333
"12856",50,"F","USA",230.433333333333
"12857",30,"F","USA",230.45
"12858",40,"M","FRA",230.45
"12859",29,"F","USA",230.45
"12860",48,"M","CAN",230.45
"12861",25,"F","USA",230.45
"12862",52,"M","USA",230.45
"12863",53,"F","USA",230.466666666667
"12864",31,"F","USA",230.466666666667
"12865",48,"M","USA",230.483333333333
"12866",24,"F","USA",230.483333333333
"12867",26,"F","USA",230.483333333333
"12868",55,"M","USA",230.483333333333
"12869",44,"M","USA",230.483333333333
"12870",45,"M","USA",230.483333333333
"12871",62,"M","USA",230.5
"12872",56,"M","USA",230.5
"12873",58,"M","USA",230.5
"12874",38,"F","USA",230.5
"12875",34,"F","USA",230.5
"12876",49,"F","USA",230.5
"12877",24,"F","USA",230.516666666667
"12878",31,"F","USA",230.516666666667
"12879",61,"M","SWE",230.516666666667
"12880",45,"F","USA",230.516666666667
"12881",59,"M","USA",230.516666666667
"12882",45,"F","USA",230.516666666667
"12883",29,"F","USA",230.533333333333
"12884",60,"M","CAN",230.533333333333
"12885",40,"M","IRL",230.533333333333
"12886",38,"M","USA",230.533333333333
"12887",35,"M","USA",230.55
"12888",52,"F","USA",230.55
"12889",53,"F","USA",230.55
"12890",31,"F","USA",230.55
"12891",59,"M","CAN",230.55
"12892",48,"M","USA",230.55
"12893",32,"M","USA",230.566666666667
"12894",33,"F","USA",230.566666666667
"12895",52,"M","USA",230.566666666667
"12896",53,"M","USA",230.566666666667
"12897",59,"M","CAN",230.566666666667
"12898",34,"F","USA",230.566666666667
"12899",51,"F","USA",230.566666666667
"12900",55,"M","FRA",230.566666666667
"12901",40,"F","USA",230.583333333333
"12902",41,"F","USA",230.583333333333
"12903",53,"F","USA",230.6
"12904",32,"M","USA",230.6
"12905",43,"F","USA",230.6
"12906",40,"F","ARG",230.6
"12907",54,"F","USA",230.6
"12908",60,"M","USA",230.6
"12909",41,"F","USA",230.6
"12910",48,"F","USA",230.6
"12911",54,"F","USA",230.616666666667
"12912",46,"M","USA",230.616666666667
"12913",27,"F","USA",230.633333333333
"12914",45,"M","USA",230.633333333333
"12915",58,"M","USA",230.633333333333
"12916",26,"F","USA",230.633333333333
"12917",45,"F","USA",230.633333333333
"12918",36,"F","USA",230.65
"12919",32,"F","USA",230.65
"12920",32,"F","USA",230.666666666667
"12921",31,"F","USA",230.666666666667
"12922",51,"M","USA",230.666666666667
"12923",53,"M","USA",230.666666666667
"12924",33,"F","USA",230.683333333333
"12925",43,"F","CAN",230.683333333333
"12926",55,"M","CAN",230.683333333333
"12927",45,"M","USA",230.7
"12928",50,"M","CHN",230.7
"12929",50,"F","USA",230.7
"12930",35,"F","USA",230.7
"12931",46,"M","MEX",230.716666666667
"12932",35,"F","USA",230.716666666667
"12933",42,"F","USA",230.716666666667
"12934",46,"F","MEX",230.716666666667
"12935",43,"M","USA",230.716666666667
"12936",46,"F","CAN",230.733333333333
"12937",40,"F","USA",230.75
"12938",52,"F","USA",230.75
"12939",45,"M","CAN",230.75
"12940",33,"M","USA",230.75
"12941",29,"F","USA",230.75
"12942",57,"M","POR",230.75
"12943",49,"M","USA",230.75
"12944",58,"M","USA",230.766666666667
"12945",32,"F","USA",230.766666666667
"12946",39,"F","USA",230.766666666667
"12947",48,"M","USA",230.783333333333
"12948",44,"F","USA",230.783333333333
"12949",43,"F","USA",230.783333333333
"12950",32,"F","USA",230.783333333333
"12951",55,"M","USA",230.783333333333
"12952",37,"F","GUA",230.783333333333
"12953",41,"F","USA",230.783333333333
"12954",34,"F","USA",230.783333333333
"12955",38,"F","USA",230.8
"12956",53,"M","ESP",230.8
"12957",38,"F","USA",230.8
"12958",50,"M","USA",230.8
"12959",28,"M","USA",230.8
"12960",50,"M","USA",230.816666666667
"12961",25,"F","USA",230.816666666667
"12962",50,"M","USA",230.816666666667
"12963",56,"M","CAN",230.816666666667
"12964",46,"M","USA",230.816666666667
"12965",31,"F","USA",230.833333333333
"12966",55,"F","USA",230.833333333333
"12967",38,"M","SUI",230.833333333333
"12968",59,"M","CHN",230.833333333333
"12969",59,"M","USA",230.833333333333
"12970",39,"F","USA",230.85
"12971",39,"F","USA",230.85
"12972",31,"F","USA",230.85
"12973",45,"M","ITA",230.85
"12974",31,"M","USA",230.85
"12975",48,"M","USA",230.85
"12976",41,"F","USA",230.85
"12977",52,"F","USA",230.85
"12978",58,"M","USA",230.85
"12979",31,"M","USA",230.85
"12980",25,"M","USA",230.85
"12981",49,"F","USA",230.866666666667
"12982",46,"M","ITA",230.883333333333
"12983",46,"M","USA",230.883333333333
"12984",52,"F","USA",230.883333333333
"12985",65,"M","USA",230.883333333333
"12986",46,"M","USA",230.883333333333
"12987",24,"M","USA",230.883333333333
"12988",34,"M","USA",230.9
"12989",44,"F","USA",230.9
"12990",22,"F","USA",230.9
"12991",50,"M","USA",230.9
"12992",46,"F","USA",230.9
"12993",60,"M","USA",230.9
"12994",40,"M","SIN",230.9
"12995",32,"F","USA",230.9
"12996",55,"F","USA",230.9
"12997",25,"F","USA",230.9
"12998",44,"F","USA",230.9
"12999",45,"M","USA",230.9
"13000",47,"F","USA",230.916666666667
"13001",35,"M","USA",230.916666666667
"13002",60,"M","USA",230.916666666667
"13003",44,"M","GER",230.933333333333
"13004",30,"F","USA",230.933333333333
"13005",58,"F","USA",230.933333333333
"13006",45,"M","USA",230.933333333333
"13007",24,"M","USA",230.933333333333
"13008",46,"F","USA",230.95
"13009",50,"F","CAN",230.95
"13010",57,"M","USA",230.95
"13011",41,"F","USA",230.95
"13012",49,"F","CHI",230.95
"13013",31,"M","USA",230.95
"13014",57,"M","USA",230.966666666667
"13015",38,"F","USA",230.966666666667
"13016",50,"F","USA",230.966666666667
"13017",41,"F","USA",230.983333333333
"13018",39,"F","USA",230.983333333333
"13019",30,"F","USA",230.983333333333
"13020",21,"F","USA",230.983333333333
"13021",42,"F","USA",230.983333333333
"13022",42,"F","USA",231
"13023",53,"F","USA",231
"13024",67,"M","USA",231
"13025",41,"F","USA",231
"13026",50,"F","USA",231
"13027",43,"M","USA",231
"13028",60,"M","USA",231.016666666667
"13029",41,"F","USA",231.016666666667
"13030",34,"M","USA",231.016666666667
"13031",41,"F","CAN",231.016666666667
"13032",30,"M","USA",231.033333333333
"13033",38,"M","CAN",231.033333333333
"13034",51,"M","USA",231.033333333333
"13035",47,"M","USA",231.033333333333
"13036",46,"M","SUI",231.033333333333
"13037",60,"M","USA",231.033333333333
"13038",30,"M","USA",231.033333333333
"13039",34,"F","USA",231.033333333333
"13040",46,"M","USA",231.05
"13041",35,"M","BRA",231.05
"13042",60,"M","USA",231.05
"13043",46,"M","USA",231.05
"13044",24,"F","USA",231.05
"13045",56,"M","USA",231.05
"13046",59,"M","USA",231.066666666667
"13047",46,"M","USA",231.066666666667
"13048",54,"M","USA",231.066666666667
"13049",45,"M","ITA",231.066666666667
"13050",46,"M","USA",231.066666666667
"13051",43,"F","CAN",231.066666666667
"13052",37,"F","USA",231.066666666667
"13053",41,"F","CAN",231.066666666667
"13054",50,"M","USA",231.083333333333
"13055",43,"F","USA",231.1
"13056",45,"M","USA",231.116666666667
"13057",46,"F","USA",231.116666666667
"13058",55,"M","USA",231.116666666667
"13059",45,"M","USA",231.116666666667
"13060",49,"M","USA",231.116666666667
"13061",29,"F","USA",231.116666666667
"13062",50,"M","USA",231.116666666667
"13063",44,"F","USA",231.116666666667
